Default_ID,Loan_ID,Customer_ID,Default_Date,Default_Amount,Default_Reason,Recovery_Status,Recovery_Amount,Legal_Action
D005229,L036173,C036173,2024-11-24,80405,Medical Emergency,Full,0,Yes
D005230,L067313,C067313,2023-09-11,25802,Business Failure,Full,7683,No
D005231,L071581,C071581,2021-04-29,77165,Job Loss,Partial,14183,No
D005232,L070139,C070139,2022-01-05,65155,Business Failure,Partial,35506,No
D005233,L087867,C087867,2021-04-16,19904,Job Loss,None,27503,No
D005234,L007643,C007643,2023-05-23,69205,Business Failure,None,0,Yes
D005235,L045585,C045585,2024-06-14,94356,Other,None,7706,No
D005236,L021871,C021871,2021-12-09,68896,Other,Partial,8376,Yes
D005237,L034040,C034040,2023-03-17,35504,Other,None,0,No
D005238,L082328,C082328,2023-08-25,22378,Medical Emergency,Full,0,No
D005239,L079414,C079414,2024-12-16,30389,Job Loss,Partial,6977,No
D005240,L063889,C063889,2024-09-01,93144,Business Failure,Partial,44624,No
D005241,L002631,C002631,2024-03-14,64425,Other,Full,42495,Yes
D005242,L016988,C016988,2021-03-03,59706,Job Loss,None,0,Yes
D005243,L062666,C062666,2024-07-15,82875,Other,Full,0,Yes
D005244,L083380,C083380,2022-03-12,82659,Job Loss,Partial,19849,Yes
D005245,L075656,C075656,2021-08-13,86296,Job Loss,Partial,0,No
D005246,L001113,C001113,2022-12-06,67608,Business Failure,Full,0,Yes
D005247,L029508,C029508,2024-12-08,39852,Business Failure,Full,0,No
D005248,L048503,C048503,2024-11-07,20995,Other,Full,45729,No
D005249,L004776,C004776,2024-06-06,7144,Medical Emergency,None,33703,No
D005250,L047422,C047422,2023-03-26,40022,Business Failure,Full,0,Yes
D005251,L064869,C064869,2021-06-24,58246,Other,Partial,0,No
D005252,L019601,C019601,2023-04-25,43089,Medical Emergency,Full,22896,No
D005253,L025050,C025050,2021-09-19,46441,Job Loss,None,0,No
D005254,L083206,C083206,2022-02-06,78554,Other,Full,38794,Yes
D005255,L060156,C060156,2022-02-23,92122,Job Loss,None,0,Yes
D005256,L001493,C001493,2021-07-15,91029,Other,None,0,Yes
D005257,L022502,C022502,2022-06-28,91109,Other,None,0,Yes
D005258,L047669,C047669,2021-01-25,96703,Medical Emergency,None,19164,No
D005259,L054678,C054678,2022-08-14,13775,Medical Emergency,None,37632,No
D005260,L078846,C078846,2023-05-11,59577,Other,Full,0,No
D005261,L089710,C089710,2024-10-18,38597,Medical Emergency,None,13019,Yes
D005262,L087600,C087600,2023-08-24,21599,Job Loss,None,0,Yes
D005263,L072990,C072990,2021-10-11,59045,Other,Partial,0,Yes
D005264,L087006,C087006,2023-11-28,39537,Job Loss,Partial,41400,No
D005265,L074090,C074090,2024-12-26,94687,Business Failure,None,33589,No
D005266,L086058,C086058,2022-07-14,82951,Medical Emergency,None,25493,No
D005267,L084701,C084701,2023-08-18,26901,Job Loss,Partial,0,No
D005268,L040881,C040881,2023-12-09,30964,Business Failure,Partial,0,Yes
D005269,L060509,C060509,2023-04-25,26676,Medical Emergency,None,0,No
D005270,L061239,C061239,2024-05-29,58497,Business Failure,None,26756,Yes
D005271,L044756,C044756,2021-01-09,6770,Other,Partial,10490,Yes
D005272,L062190,C062190,2024-06-07,98425,Other,Full,46234,No
D005273,L027540,C027540,2021-05-02,67286,Business Failure,Partial,0,Yes
D005274,L056128,C056128,2022-12-10,92515,Business Failure,None,0,Yes
D005275,L086548,C086548,2023-07-18,83819,Business Failure,None,0,Yes
D005276,L008684,C008684,2021-04-04,87149,Other,Full,0,No
D005277,L054070,C054070,2022-05-11,95345,Other,None,0,No
D005278,L037677,C037677,2021-12-18,32124,Job Loss,Partial,0,No
D005279,L068875,C068875,2022-09-11,14427,Job Loss,None,0,No
D005280,L056122,C056122,2023-05-24,18025,Business Failure,Partial,20758,Yes
D005281,L064774,C064774,2024-09-21,82397,Job Loss,Full,34776,No
D005282,L065721,C065721,2023-07-10,5896,Business Failure,Partial,0,Yes
D005283,L057986,C057986,2021-05-19,43964,Other,None,36328,Yes
D005284,L088539,C088539,2023-02-24,76365,Business Failure,Partial,31285,Yes
D005285,L076572,C076572,2024-12-25,31198,Business Failure,None,0,Yes
D005286,L073467,C073467,2021-06-27,58969,Business Failure,Full,38827,Yes
D005287,L059582,C059582,2023-09-30,18819,Business Failure,None,0,Yes
D005288,L023841,C023841,2022-02-15,64783,Job Loss,None,0,No
D005289,L087344,C087344,2024-10-23,46975,Medical Emergency,Partial,0,Yes
D005290,L085271,C085271,2024-05-09,8368,Other,None,0,No
D005291,L042626,C042626,2021-02-22,50362,Business Failure,Partial,28710,No
D005292,L075085,C075085,2021-05-22,38958,Job Loss,Full,0,Yes
D005293,L067721,C067721,2022-07-27,67766,Medical Emergency,Partial,0,No
D005294,L006424,C006424,2022-07-15,15257,Medical Emergency,Full,0,No
D005295,L071421,C071421,2023-01-27,7850,Medical Emergency,Full,16275,Yes
D005296,L086619,C086619,2022-07-17,69187,Medical Emergency,None,42884,No
D005297,L075101,C075101,2023-05-09,43148,Other,None,0,Yes
D005298,L066881,C066881,2021-05-08,48975,Medical Emergency,Partial,0,No
D005299,L036161,C036161,2023-10-10,59770,Other,None,47960,No
D005300,L040734,C040734,2023-02-03,67655,Business Failure,None,0,Yes
D005301,L068582,C068582,2024-04-07,11153,Job Loss,Partial,36017,No
D005302,L035508,C035508,2023-09-21,11360,Other,None,37120,No
D005303,L037218,C037218,2021-05-10,53545,Other,Partial,0,No
D005304,L071386,C071386,2023-07-31,33439,Other,Partial,0,Yes
D005305,L088020,C088020,2023-05-06,74393,Job Loss,Full,27574,Yes
D005306,L036771,C036771,2022-03-10,56805,Other,None,21996,Yes
D005307,L069631,C069631,2024-10-25,87830,Other,None,0,No
D005308,L044631,C044631,2021-05-15,24229,Medical Emergency,Partial,28495,Yes
D005309,L029211,C029211,2023-10-26,15282,Job Loss,None,43808,Yes
D005310,L037849,C037849,2022-03-14,28541,Medical Emergency,None,0,No
D005311,L012817,C012817,2021-11-27,80389,Job Loss,None,0,No
D005312,L065215,C065215,2023-04-30,75516,Other,Full,0,Yes
D005313,L077709,C077709,2023-01-10,43873,Job Loss,Partial,21317,Yes
D005314,L043406,C043406,2023-10-28,84371,Medical Emergency,None,4044,No
D005315,L011087,C011087,2021-04-01,75065,Medical Emergency,None,21077,No
D005316,L086485,C086485,2023-07-21,71245,Other,Partial,37727,Yes
D005317,L078072,C078072,2022-11-08,42456,Job Loss,Full,0,Yes
D005318,L054128,C054128,2023-07-02,53697,Job Loss,Partial,0,No
D005319,L069270,C069270,2021-04-23,76733,Medical Emergency,Full,30408,Yes
D005320,L073889,C073889,2023-06-13,59108,Job Loss,None,28958,Yes
D005321,L056920,C056920,2021-03-12,68978,Business Failure,None,0,Yes
D005322,L078000,C078000,2023-10-26,45759,Job Loss,Full,0,No
D005323,L009474,C009474,2021-02-20,11390,Other,Full,0,Yes
D005324,L058275,C058275,2023-01-31,63654,Medical Emergency,Partial,48941,No
D005325,L081337,C081337,2023-10-21,12793,Medical Emergency,None,0,Yes
D005326,L051036,C051036,2024-03-10,40958,Other,Full,4950,No
D005327,L042457,C042457,2024-01-11,47415,Business Failure,Full,15491,No
D005328,L038117,C038117,2024-07-19,76462,Business Failure,Partial,20066,No
D005329,L070332,C070332,2022-12-19,91943,Medical Emergency,Partial,17809,Yes
D005330,L015668,C015668,2022-01-11,26598,Medical Emergency,Partial,33355,No
D005331,L088325,C088325,2021-05-28,50019,Job Loss,Full,49377,No
D005332,L069647,C069647,2024-07-08,57727,Job Loss,Full,5457,Yes
D005333,L008653,C008653,2021-12-10,49023,Business Failure,None,8627,Yes
D005334,L087788,C087788,2021-07-31,14004,Job Loss,None,0,Yes
D005335,L039876,C039876,2022-08-21,76169,Other,Partial,0,No
D005336,L041642,C041642,2022-12-09,90557,Medical Emergency,None,34375,Yes
D005337,L008916,C008916,2023-11-01,39530,Other,None,0,Yes
D005338,L079333,C079333,2024-11-28,90566,Business Failure,Full,41097,No
D005339,L060030,C060030,2024-07-30,99873,Job Loss,Partial,41261,No
D005340,L007363,C007363,2022-04-27,43844,Other,None,31208,No
D005341,L018148,C018148,2023-05-18,74106,Medical Emergency,None,30958,No
D005342,L059415,C059415,2024-04-22,51831,Medical Emergency,Full,0,No
D005343,L017626,C017626,2024-02-12,22900,Medical Emergency,None,0,Yes
D005344,L012480,C012480,2023-01-16,57818,Medical Emergency,Full,0,Yes
D005345,L049616,C049616,2022-11-10,95758,Job Loss,Partial,0,No
D005346,L058321,C058321,2024-09-05,95340,Other,Partial,0,Yes
D005347,L038008,C038008,2022-05-17,41863,Business Failure,Partial,18638,No
D005348,L053912,C053912,2022-11-05,95111,Job Loss,Partial,5668,Yes
D005349,L049457,C049457,2022-04-12,53598,Other,Full,5870,Yes
D005350,L030171,C030171,2021-10-17,52837,Business Failure,None,2171,Yes
D005351,L034744,C034744,2022-03-01,8676,Job Loss,None,0,No
D005352,L056920,C056920,2024-10-28,83257,Business Failure,Full,49458,Yes
D005353,L089289,C089289,2022-04-04,46555,Medical Emergency,None,0,No
D005354,L010584,C010584,2024-03-31,6337,Other,None,20893,Yes
D005355,L088749,C088749,2022-07-30,57032,Job Loss,Partial,0,No
D005356,L022592,C022592,2022-12-19,77275,Medical Emergency,Full,36592,No
D005357,L087235,C087235,2024-09-13,18104,Job Loss,None,44564,Yes
D005358,L019952,C019952,2024-06-27,19987,Business Failure,None,32186,No
D005359,L051889,C051889,2021-07-05,48813,Business Failure,Full,0,Yes
D005360,L000660,C000660,2023-10-12,82804,Job Loss,Partial,26005,Yes
D005361,L002908,C002908,2024-06-06,32451,Job Loss,Partial,0,Yes
D005362,L050710,C050710,2022-06-26,11380,Job Loss,Partial,0,Yes
D005363,L038788,C038788,2024-02-21,94745,Job Loss,Partial,0,No
D005364,L048152,C048152,2021-12-13,77712,Job Loss,Full,25863,No
D005365,L020497,C020497,2021-02-10,34646,Medical Emergency,Full,42147,No
D005366,L001753,C001753,2024-05-27,75900,Other,None,21361,Yes
D005367,L042073,C042073,2024-08-14,78705,Other,Full,24714,Yes
D005368,L039969,C039969,2022-03-13,63004,Job Loss,None,0,Yes
D005369,L047083,C047083,2022-01-21,16935,Job Loss,Partial,7018,Yes
D005370,L072946,C072946,2024-11-08,31816,Other,Partial,0,Yes
D005371,L046491,C046491,2021-05-10,96045,Business Failure,Full,2160,Yes
D005372,L020277,C020277,2021-12-01,79174,Business Failure,None,0,Yes
D005373,L056604,C056604,2021-03-06,43206,Business Failure,Partial,16118,Yes
D005374,L071696,C071696,2022-09-21,24964,Medical Emergency,None,49791,No
D005375,L071209,C071209,2023-05-19,27685,Medical Emergency,Partial,0,Yes
D005376,L074947,C074947,2024-07-17,15604,Medical Emergency,Partial,24933,No
D005377,L049396,C049396,2021-11-29,52960,Business Failure,Full,13578,Yes
D005378,L058863,C058863,2024-05-14,77302,Business Failure,Full,11705,Yes
D005379,L050898,C050898,2024-03-14,65535,Job Loss,Partial,10368,No
D005380,L034931,C034931,2022-09-14,26253,Other,None,0,No
D005381,L056639,C056639,2023-02-17,41862,Job Loss,Partial,0,No
D005382,L059839,C059839,2021-07-05,67037,Other,Partial,0,Yes
D005383,L086328,C086328,2021-12-01,57845,Other,Partial,28566,No
D005384,L026456,C026456,2024-07-30,88334,Job Loss,Full,0,No
D005385,L087823,C087823,2022-06-14,44884,Medical Emergency,None,0,No
D005386,L069750,C069750,2022-10-14,23556,Business Failure,None,5023,Yes
D005387,L068513,C068513,2022-09-27,48351,Business Failure,Partial,44263,No
D005388,L023349,C023349,2024-05-26,50299,Medical Emergency,Full,0,No
D005389,L036460,C036460,2023-10-26,39629,Business Failure,None,31854,Yes
D005390,L089862,C089862,2022-10-01,52101,Job Loss,None,13422,No
D005391,L081213,C081213,2021-05-03,19833,Job Loss,Full,32751,No
D005392,L087698,C087698,2024-08-30,20128,Business Failure,Full,0,No
D005393,L041907,C041907,2023-06-05,25250,Other,Partial,0,Yes
D005394,L044924,C044924,2022-07-13,32723,Business Failure,Partial,0,No
D005395,L070564,C070564,2023-02-16,39241,Other,Partial,13066,No
D005396,L027756,C027756,2024-12-14,35494,Other,None,6135,No
D005397,L015206,C015206,2022-07-13,72497,Business Failure,Partial,0,No
D005398,L070555,C070555,2023-12-31,33765,Other,Full,0,Yes
D005399,L040802,C040802,2021-07-07,38361,Job Loss,Partial,0,No
D005400,L027821,C027821,2023-04-18,22879,Business Failure,None,0,Yes
D005401,L078833,C078833,2023-02-12,65392,Other,Full,0,No
D005402,L010793,C010793,2024-02-11,76941,Other,Partial,0,No
D005403,L068262,C068262,2023-08-04,50179,Other,Partial,0,Yes
D005404,L070149,C070149,2022-05-30,9559,Job Loss,Full,37818,No
D005405,L049940,C049940,2023-08-03,27468,Medical Emergency,Partial,9747,No
D005406,L086185,C086185,2021-06-03,25969,Other,Partial,15851,No
D005407,L054890,C054890,2024-10-20,34312,Medical Emergency,Full,0,Yes
D005408,L068259,C068259,2022-05-11,85245,Other,Partial,0,No
D005409,L074733,C074733,2022-03-11,52766,Other,Full,35917,No
D005410,L030299,C030299,2021-02-09,87724,Business Failure,Full,16345,No
D005411,L060354,C060354,2022-01-21,88507,Job Loss,None,24639,Yes
D005412,L087755,C087755,2022-09-26,8248,Other,None,38590,No
D005413,L082696,C082696,2022-04-14,15709,Business Failure,None,0,No
D005414,L081350,C081350,2024-06-03,63412,Other,Full,0,Yes
D005415,L021749,C021749,2021-06-02,55582,Job Loss,Partial,0,No
D005416,L003317,C003317,2023-12-10,73595,Other,None,0,No
D005417,L012721,C012721,2024-08-29,82419,Business Failure,Full,18099,Yes
D005418,L038603,C038603,2024-10-15,20487,Medical Emergency,Full,15092,Yes
D005419,L044270,C044270,2021-01-04,90683,Business Failure,Full,0,No
D005420,L004669,C004669,2022-08-09,30765,Medical Emergency,Full,0,Yes
D005421,L049783,C049783,2023-11-20,96362,Other,Partial,0,No
D005422,L069381,C069381,2023-08-06,55743,Job Loss,Partial,36836,No
D005423,L077354,C077354,2023-01-24,94147,Medical Emergency,None,28136,No
D005424,L039902,C039902,2021-02-17,92257,Medical Emergency,Partial,24514,No
D005425,L011769,C011769,2024-03-15,99638,Other,Partial,0,Yes
D005426,L058556,C058556,2021-05-09,79359,Medical Emergency,Full,10246,Yes
D005427,L045781,C045781,2024-03-28,98522,Medical Emergency,Partial,40671,No
D005428,L007839,C007839,2021-08-10,33174,Job Loss,None,0,Yes
D005429,L023627,C023627,2023-11-23,96913,Business Failure,Partial,15532,Yes
D005430,L005848,C005848,2024-06-08,39104,Other,Partial,0,Yes
D005431,L063428,C063428,2021-03-05,30891,Medical Emergency,Full,0,No
D005432,L022812,C022812,2024-09-11,87283,Job Loss,None,0,Yes
D005433,L063370,C063370,2021-09-29,23832,Medical Emergency,Full,0,Yes
D005434,L048062,C048062,2024-08-30,16050,Medical Emergency,Full,14593,Yes
D005435,L083396,C083396,2024-03-01,58237,Job Loss,None,8420,No
D005436,L030121,C030121,2021-09-27,45756,Other,Full,37885,No
D005437,L058705,C058705,2024-12-10,5627,Business Failure,Full,0,Yes
D005438,L085281,C085281,2024-05-23,80435,Job Loss,None,0,Yes
D005439,L087373,C087373,2024-05-08,70515,Medical Emergency,None,0,No
D005440,L064205,C064205,2022-11-27,45560,Job Loss,Partial,0,Yes
D005441,L037933,C037933,2023-04-22,75712,Job Loss,None,21643,Yes
D005442,L019551,C019551,2022-06-26,53650,Job Loss,Full,0,Yes
D005443,L043507,C043507,2023-09-30,58074,Business Failure,Full,0,No
D005444,L066706,C066706,2021-10-19,73665,Medical Emergency,None,0,Yes
D005445,L042810,C042810,2024-08-22,24437,Business Failure,Partial,0,No
D005446,L055604,C055604,2023-03-15,41236,Job Loss,Partial,0,Yes
D005447,L007666,C007666,2021-05-22,99935,Medical Emergency,Partial,26949,Yes
D005448,L026353,C026353,2023-03-05,81372,Job Loss,Partial,0,Yes
D005449,L068925,C068925,2023-01-07,95694,Job Loss,Full,0,Yes
D005450,L005470,C005470,2023-04-11,85376,Medical Emergency,Full,0,No
D005451,L019114,C019114,2022-02-06,32352,Business Failure,Full,38322,No
D005452,L068791,C068791,2023-03-04,56263,Business Failure,None,0,No
D005453,L055154,C055154,2021-05-23,63121,Other,Partial,0,No
D005454,L027128,C027128,2023-11-12,8532,Business Failure,Full,17699,No
D005455,L068990,C068990,2024-02-26,50664,Business Failure,None,36654,Yes
D005456,L020203,C020203,2023-02-12,67268,Medical Emergency,None,9378,Yes
D005457,L054876,C054876,2022-04-17,42545,Medical Emergency,Partial,0,Yes
D005458,L080728,C080728,2023-03-28,8086,Other,Full,0,Yes
D005459,L029092,C029092,2022-06-13,90669,Other,Full,0,Yes
D005460,L048827,C048827,2024-03-30,63823,Job Loss,None,0,Yes
D005461,L034548,C034548,2024-11-26,71376,Other,Partial,41511,No
D005462,L048292,C048292,2021-03-16,12719,Medical Emergency,Full,9366,Yes
D005463,L044397,C044397,2024-06-27,38805,Business Failure,Partial,0,Yes
D005464,L026080,C026080,2024-03-16,16935,Other,Full,23065,Yes
D005465,L029838,C029838,2023-10-29,72642,Other,None,46660,Yes
D005466,L021807,C021807,2021-05-14,81211,Other,Full,0,Yes
D005467,L059453,C059453,2023-06-09,72095,Business Failure,Partial,43519,No
D005468,L079316,C079316,2021-12-27,83312,Job Loss,Full,22466,No
D005469,L010294,C010294,2022-10-09,27403,Other,Full,15702,Yes
D005470,L033966,C033966,2021-05-29,52722,Job Loss,Partial,0,No
D005471,L085583,C085583,2021-10-17,87593,Job Loss,Partial,32950,No
D005472,L071865,C071865,2023-02-23,99544,Other,None,4097,No
D005473,L065492,C065492,2024-03-18,73777,Other,None,1933,No
D005474,L089229,C089229,2024-12-03,28545,Job Loss,Partial,0,Yes
D005475,L082091,C082091,2023-02-03,12890,Business Failure,Full,14848,Yes
D005476,L021705,C021705,2021-03-29,49301,Medical Emergency,None,35165,No
D005477,L076372,C076372,2023-04-12,93168,Other,None,1077,No
D005478,L066537,C066537,2022-08-19,42618,Job Loss,Full,43656,Yes
D005479,L036452,C036452,2022-06-20,79225,Business Failure,None,49902,No
D005480,L001818,C001818,2023-11-12,72976,Other,None,0,Yes
D005481,L065066,C065066,2022-07-08,40328,Other,Full,0,No
D005482,L024807,C024807,2024-10-20,14114,Job Loss,Full,1765,No
D005483,L083408,C083408,2022-12-25,67834,Business Failure,Full,23587,Yes
D005484,L018697,C018697,2024-01-03,79828,Job Loss,None,0,No
D005485,L076612,C076612,2024-03-10,72145,Job Loss,Full,16857,Yes
D005486,L036165,C036165,2023-11-26,83203,Other,Full,0,No
D005487,L084754,C084754,2023-06-04,50423,Medical Emergency,None,32088,No
D005488,L065520,C065520,2022-12-20,30990,Job Loss,None,46807,Yes
D005489,L082612,C082612,2024-02-17,41446,Business Failure,None,0,Yes
D005490,L081539,C081539,2024-02-15,89731,Business Failure,Partial,0,No
D005491,L045459,C045459,2023-02-05,14266,Business Failure,Partial,0,Yes
D005492,L078437,C078437,2022-12-27,76042,Job Loss,Partial,0,No
D005493,L038137,C038137,2022-12-05,57284,Business Failure,None,47798,No
D005494,L003112,C003112,2024-02-28,9875,Business Failure,Partial,0,No
D005495,L026035,C026035,2023-11-22,49584,Job Loss,Full,7458,Yes
D005496,L031702,C031702,2024-07-09,93761,Other,Full,23211,No
D005497,L062350,C062350,2021-05-12,48670,Business Failure,Full,24615,No
D005498,L025120,C025120,2021-02-23,34185,Other,Full,28800,No
D005499,L052419,C052419,2024-04-18,82762,Medical Emergency,None,7671,Yes
D005500,L081909,C081909,2021-03-20,38406,Medical Emergency,None,9691,No
D005501,L045151,C045151,2022-04-26,35060,Medical Emergency,Full,0,No
D005502,L058827,C058827,2023-07-27,5736,Job Loss,Full,6296,Yes
D005503,L051563,C051563,2023-10-01,5332,Business Failure,None,0,Yes
D005504,L066088,C066088,2021-09-23,65626,Business Failure,Full,39273,Yes
D005505,L000766,C000766,2022-04-12,62496,Medical Emergency,Partial,21218,Yes
D005506,L013429,C013429,2023-10-28,29081,Business Failure,None,46032,Yes
D005507,L041948,C041948,2023-08-21,10483,Business Failure,Full,0,Yes
D005508,L041830,C041830,2023-04-20,21043,Other,Full,30220,Yes
D005509,L059900,C059900,2024-05-02,15835,Business Failure,Full,6596,Yes
D005510,L017071,C017071,2022-03-26,33246,Job Loss,Partial,0,Yes
D005511,L087834,C087834,2024-02-29,74481,Job Loss,Full,11293,No
D005512,L072203,C072203,2023-04-13,54243,Business Failure,Partial,0,No
D005513,L050472,C050472,2022-11-03,57661,Medical Emergency,Full,23101,No
D005514,L039848,C039848,2024-08-18,94500,Other,Full,0,No
D005515,L053098,C053098,2022-04-05,60213,Job Loss,None,16064,Yes
D005516,L028923,C028923,2024-06-18,28289,Job Loss,None,47014,Yes
D005517,L079958,C079958,2024-04-17,58088,Other,Partial,0,No
D005518,L019842,C019842,2021-09-04,75673,Business Failure,Partial,0,No
